Entity ID,Entity Name,Name Type,Entity Type,Principal Office Address,RA Name,Status
11541811,17 Solid Logistics LLC,Legal Name,Limited Liability Company,"3232 Hanes Ave, Richmond, VA, 23222 - 2625, USA",Cecilia A Crawford ,Inactive,
S5830361,"1710 and 111 New Members, LLC",Legal Name,Limited Liability Company,"101 W Commerce Road, Richmond, VA, 23224 - 0000, USA",RONALD H   HUNT ,Inactive,
S2543363,"1710 East Broad Street Managing Member, LLC",Legal Name,Limited Liability Company,"101 W COMMERCE RD 2ND FLOOR, RICHMOND, VA, 23224 - 0000, USA",RONALD   HUNT ,Inactive,
S2250779,"1710 East Broad Street, LLC",Legal Name,Limited Liability Company,"11511 ALLECINGIE PKWY, RICHMOND, VA, 23235 - 0000, USA",RONALD H   HUNT ,Inactive,
S6970075,"1788 Consulting, LLC",Legal Name,Limited Liability Company,"1200 SEMMES AVE, UNIT 201, RICHMOND, VA, 23224 - 0000, USA",CHRISTOPHER   WEST ,Inactive,
11720343,1800 N 30th St. LLC,Legal Name,Limited Liability Company,"5 W 15th St, Richmond, VA, 23224 - 2005, USA",Christopher  Page ,Active,
07374960,1801 Mansion Avenue Triumphant Baptist Church,Legal Name,Nonstock Corporation,"1801 Mansion Ave, Richmond, VA, 23224 - 7443, USA",LAVERNE   ROBERTSON ,Inactive,
S7371133,"1900 Venable Street Limited Partner, LLC",Legal Name,Limited Liability Company,"101 West Commerce Road, 2nd Floor, Richmond, VA, 23224 - 0000, USA",MICHAEL   HUNT ,Inactive,
S7371166,"1900 Venable Street Managing Member, LLC",Legal Name,Limited Liability Company,"101 West Commerce Road, 2nd Floor, Richmond, VA, 23224 - 0000, USA",MICHAEL   HUNT ,Inactive,
S2089490,"1921 East Franklin, LLC",Legal Name,Limited Liability Company,"4 WESTHAM PKWY, RICHMOND, VA, 23229 - 0000, USA",RICHARD W   GREGORY ,Inactive,
11812331,1Don Entertainment LLC,Legal Name,Limited Liability Company,"2002 Maury St, Richmond, VA, 23224, USA",Kaala O Rance ,Active,
S3391481,"1ST CAPITAL CLEANING SERVICES, LLC",Legal Name,Limited Liability Company,"1126 EVERGREEN AVE, RICHMOND, VA, 23224 - 0000, USA",ALAN L   CURTIS ,Inactive,
11554814,1st Choice Cleaning Solutions LLC,Legal Name,Limited Liability Company,"13 E 30th St, Richmond, VA, 23224 - 1952, USA",Peter L Jordan ,Inactive,
07726425,"1st Option Computer, Inc.",Legal Name,Stock Corporation,"921 HULL ST, RICHMOND, VA, 23224 - 0000, USA",TYRONE   BELL ,Inactive,
S3728989,1st Option LLC,Legal Name,Limited Liability Company,"1314 HULL ST, RICHMOND, VA, 23224 - 0000, USA",ROBERT   BENTLEY ,Inactive,
S6777280,1st Priority Commercial Driving School LLC,Legal Name,Limited Liability Company,"3509 Hull Street, Richmond, VA, 23224 - 0000, USA",STANLEY L.   TOWNES ,Inactive,
07920333,1Terri's company,Legal Name,Stock Corporation,"5249 TROY RD, RICHMOND, VA, 23224 - 0000, USA",JOHN WILLIAM   GAINES ,Inactive,
08289852,1Ummah Dawha Project,Legal Name,Nonstock Corporation,,WILLIAM   BULLOCK ,Inactive,
11308340,1Ummah Dawha Project,Legal Name,Nonstock Corporation,"5003 Fernbrook Pl, Richmond, VA, 23224 - 4743, USA",Lawrence  Williams ,Active,
S6070900,2 Partners in Grime Cleaning Services LLC,Legal Name,Limited Liability Company,"1040 Welton Ave, Richmond, VA, 23224 - 0000, USA",SHANTEL   DURANT ,Inactive,
S8200562,2-Brother Quality Landscaping Development LLC,Legal Name,Limited Liability Company,"3238 SNEAD RD TUSCANY, RICHMOND, VA, 23224 - 0000, USA",KHALEEL   HAMLIN ,Inactive,
S0344715,"20 N 20, LLC",Legal Name,Limited Liability Company,"201 HULL ST STE A, RICHMOND, VA, 23224 - 0000, USA","PROPERTY RESULTS, LLC",Inactive,
S5691813,2031 Monument LLC,Legal Name,Limited Liability Company,"6650 Vintage Rose Ln, Providence Forge, VA, 23140 - 3360, USA",KAREN   KELLMAN ,Inactive,
11496264,"20Doors, LLC",Legal Name,Limited Liability Company,"720 E 6th St, Richmond, VA, 23224 - 5553, USA",Jermal H Holmes ,Inactive,
11629285,2128-2138 E Washington LLC,Legal Name,Limited Liability Company,"1901 Richmond Hwy, Richmond, VA, 23224 - 7605, USA",Wallace A Warden III,Active,
S3790625,"214 E Grace Street Associates Developer, LLC",Legal Name,Limited Liability Company,"101 W COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",MICHAEL   GLASS ,Inactive,
S3772607,"214 E Grace Street Associates Manager, LLC",Legal Name,Limited Liability Company,"101 W COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",MICHAEL   GLASS ,Inactive,
S3719681,"214 E Grace Street Associates Tenant, LLC",Legal Name,Limited Liability Company,"101 W COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",MICHAEL   GLASS ,Inactive,
S3576644,"214 E Grace Street Associates, LLC",Legal Name,Limited Liability Company,"101 W COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",MICHAEL   GLASS ,Inactive,
11108107,"214 ENT, LLC",Legal Name,Limited Liability Company,"3905 HULL STREET RD STE C, Richmond, VA, 23224, USA",JOHNNIE  BLACK ,Inactive,
11108103,"214 Studios, LLC",Legal Name,Limited Liability Company,"3905 Hull Street Rd Ste C, Richmond, VA, 23224 - 1740, USA",JERMAL  RANDOLPH ,Inactive,
S2283333,"21purple Web Studios, LLC",Legal Name,Limited Liability Company,"831 LIVERPOOL CIRCLE APT 202, CHESTER, VA, 23836 - 0000, USA",THOMAS LEE  BREWER JR ,Inactive,
11162406,"2200 Gordon Lane, LLC",Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224 - 4253, USA",MIchael A. McGlothlin ,Active,
S6658951,2200 Group LLC,Legal Name,Limited Liability Company,"2200 Decatur Street, Richmond, VA, 23224 - 0000, USA",ROBERT DAVIS   CLARK ,Active,
S5726544,2201 East Franklin Street LLC,Legal Name,Limited Liability Company,"101 W Commerce Road, Richmond, VA, 23224 - 0000, USA",MICHAEL C   HUNT ,Inactive,
L0180473,"23 West Marshall Street, LP",Legal Name,Limited Partnership,"215 W CLAY ST STE A, RICHMOND, VA, 23220 - 0000, USA",KELVIN G   HANSON ,Active,
S1475021,"2326 PARKWOOD, LLC",Legal Name,Limited Liability Company,"3909 HERMITAGE RD, RICHMOND, VA, 23227 - 0000, USA",MARTHA T   GARRAGHTY ,Inactive,
11041154,2350 Maury Street LLC,Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224 - 4253, USA",Thomas W. Papa ,Inactive,
11239503,24/7 SWAGG LLC,Legal Name,Limited Liability Company,"123 E Main St, Richmond, VA, 23219 - 2111, USA",Jaivon M Monroe ,Inactive,
S3444942,"2420 Wilson, LLC",Legal Name,Limited Liability Company,"2200 CLARENDON BLVD STE 1400, ARLINGTON, VA, 22201 - 0000, USA",JASON   MALHOYT ,Inactive,
11214909,24K Essentials LLC,Legal Name,Limited Liability Company,"1415 Lynhaven Ave, Richmond, VA, 23224, USA",Karitta Shanice Conyers ,Inactive,
11816659,2520 Professional Road LLC,Legal Name,Limited Liability Company,"2661 Hull St, Richmond, VA, 23224 - 3673, USA",Michael  Moore ,Active,
11621907,28th st Properties LLC,Legal Name,Limited Liability Company,"212 W 7th St Unit 130, Richmond, VA, 23224 - 2358, USA",merrick sutton davidson ,Active,
11079644,28th Street & Company LLC,Legal Name,Limited Liability Company,"500 Hull St Apt 311, Richmond, VA, 23224 - 4348, USA",Rayon Anthony Hyde ,Inactive,
S2592683,"2903 Q Street Developer, LLC",Legal Name,Limited Liability Company,"7972 ARNOKA RD, MECHANICSVILLE, VA, 23111 - 0000, USA",RICHARD W   GREGORY ,Inactive,
S2567776,"2903 Q Street Managing Member, LLC",Legal Name,Limited Liability Company,"7972 ARNOKA RD, MECHANICSVILLE, VA, 23111 - 0000, USA",RICHARD W   GREGORY ,Inactive,
11296606,"29th Street Land, LLC",Legal Name,Limited Liability Company,"1711 Reymet Rd, North Chesterfield, VA, 23237, USA",Alex   McGlothlin  ,Active,
11296605,"29th Street Warehouse, LLC",Legal Name,Limited Liability Company,"1711 Reymet Rd, North Chesterfield, VA, 23237, USA",Alex   McGlothlin  ,Active,
11583946,2A FFL LLC,Legal Name,Limited Liability Company,"517 Turner Rd, North Chesterfield, VA, 23225 - 6421, USA",Kyle  Doughty ,Inactive,
S7385216,2amrecordings LLC,Legal Name,Limited Liability Company,"5084 Old Warwick Rd, Richmond, VA, 23224 - 0000, USA",JAMIL   TURNER ,Inactive,
S2432054,"2B Developed, LLC",Legal Name,Limited Liability Company,"7 E SECOND ST, RICHMOND, VA, 23224 - 0000, USA",RICHARD W   GREGORY ,Inactive,
08418865,2J&K Inc.,Legal Name,Stock Corporation,"1423 HULL STREET, RICHMOND, VA, 23224 - 0000, USA",GHAMDHAN A   MOHAMED ,Inactive,
S8570832,2LOVE LLC,Legal Name,Limited Liability Company,"815 Porter st unit 313, Richmond, VA, 23224 - 0000, USA",KEISHA LYNN   CUMMINGS ,Inactive,
11287222,2nd Chance Thrift Store LLC,Legal Name,Limited Liability Company,"4028 McKay Ave, RICHMOND, VA, 23224, USA",Marvinya A Harper ,Inactive,
11777122,"2ND LAP, INC.",Legal Name,Nonstock Corporation,"3700 Ross Ave Apt 263, Dallas, TX, 75204 - 5627, USA",Tess May Shipe ,Active,
07780760,"2nd Life, Inc.",Legal Name,Stock Corporation,"1400 Commerce Rd, Richmond, VA, 23224 - 0000, USA",Maurice  Byrd ,Active,
S4717189,"2Tee's Management Company, LLC",Legal Name,Limited Liability Company,"2208 Chateau Drive, Apt. C, Richmond, VA, 23224 - 0000, USA",TIOLA SHENELL   BRYANT ,Inactive,
11815123,2turntco. LLC,Legal Name,Limited Liability Company,"1522 Lone St, Richmond, VA, 23224, USA",Jennifer  Latham ,Active,
S5517786,2wins Towing LLC,Legal Name,Limited Liability Company,"5942 Warwick rd, Richmond, VA, 23224 - 0000, USA",TYREE   COLEY ,Inactive,
11446944,3 ALBERTS PAINTING LLC,Legal Name,Limited Liability Company,"4671 SOUTHWOOD PKWY APT F, Richmond, VA, 23224, USA",CARLOS ALBERTO BUSTILLO OSEGUERA ,Active,
11111135,3 j's llc,Legal Name,Limited Liability Company,"1742 gross ave , Richmond, VA, 23224, USA",Jerry Lee Royster Sr.,Inactive,
11053256,3 LADIES HOLDINGS LLC,Legal Name,Limited Liability Company,"112 W 12th St, RICHMOND, VA, 23224, USA",David  Jimenez ,Inactive,
S1774134,"3 SIXTY, LLC",Legal Name,Limited Liability Company,"403 STOCKTON ST #300, RICHMOND, VA, 23224 - 0000, USA",ROBERT P   STAROPOLI ,Inactive,
S1927443,"3 South Granby Street, LLC",Legal Name,Limited Liability Company,"2021A PARK AVE, RICHMOND, VA, 23220 - 0000, USA",RICHARD W   GREGORY ,Inactive,
S6404455,"30 Baron Park, LLC",Legal Name,Limited Liability Company,"30 BARON PARK ROAD, FREDERICKSBURG, VA, 22405 - 0000, USA",MARK LAURENT   MILEY ,Active,
S0964819,"300 Block, LLC",Legal Name,Limited Liability Company,"7 E SECOND ST, RICHMOND, VA, 23224 - 0000, USA",RICHARD W   GREGORY ,Active,
11614665,"300 Real Estate Holdings, LLC",Legal Name,Limited Liability Company,"15 Rodman Rd, Richmond, VA, 23224 - 1011, USA",Kevin Patrick Randesi ,Active,
S7876727,"300 Stockton, LLC",Legal Name,Limited Liability Company,"201 HULL ST STE A, RICHMOND, VA, 23224 - 0000, USA","PROPERTY RESULTS, LLC",Active,
S3089952,"301 Dunlop Tenant Managing Member, LLC",Legal Name,Limited Liability Company,"700 EVERETT ST STE 1102, RICHMOND, VA, 23224 - 4116, USA",RONALD   HUNT ,Inactive,
S2992263,"301 North Dunlop Developer, LLC",Legal Name,Limited Liability Company,"700 EVERETT ST STE 1102, RICHMOND, VA, 23224 - 4116, USA",RONALD   HUNT ,Inactive,
S2992271,"301 North Dunlop Managing Member, LLC",Legal Name,Limited Liability Company,"700 EVERETT ST STE 1102, RICHMOND, VA, 23224 - 4116, USA",RONALD   HUNT ,Inactive,
S3147354,"301 North Dunlop SCP, LLC",Legal Name,Limited Liability Company,"700 EVERETT ST STE 1102, RICHMOND, VA, 23224 - 4116, USA",RONALD   HUNT ,Inactive,
S2992248,"301 North Dunlop Tenant, LLC",Legal Name,Limited Liability Company,"101 W. COMMERCE ROAD, SECOND FLOOR, RICHMOND, VA, 23224 - 0000, USA",RONALD   HUNT ,Inactive,
S2663641,"301 North Dunlop, LLC",Legal Name,Limited Liability Company,"101 W. COMMERCE ROAD, SECOND FLOOR, RICHMOND, VA, 23224 - 0000, USA",RONALD   HUNT ,Inactive,
08270431,302 EXPRESS INC.,Legal Name,Stock Corporation,"2012 Maury St, Richmond, VA, 23224 - 3752, USA",ATALLAH   MAHASES ,Inactive,
11261180,"302 N. Cameron St., LLC",Legal Name,Limited Liability Company,"7 E 2nd St, Richmond, VA, 23224 - 4253, USA",Richard W. Gregory ,Active,
11653569,3050 NINE MILE RD LLC,Legal Name,Limited Liability Company,"2012 Maury St, Richmond, VA, 23224 - 3752, USA",HAMAD  BANIAHMAD ,Active,
11078825,311 Hammock LLC,Legal Name,Limited Liability Company,"900 McDonough St, Richmond, VA, 23224, USA",Michael  Pope ,Active,
S7657887,311 Technologies LLC,Legal Name,Limited Liability Company,"203 HULL ST APT 25W, RICHMOND, VA, 23224 - 0000, USA",HENRY   BENNETT ,Inactive,
S3728146,"3200 West Clay Group, LLC",Legal Name,Limited Liability Company,"1435 WEST MAIN ST, RICHMOND, VA, 23220 - 0000, USA",THOMAS A  WILKINSON III ,Inactive,
11506025,321 AUTO LLC,Legal Name,Limited Liability Company,"2304 Mimosa Creek Cir, Richmond, VA, 23224 - 7326, USA",Brittany Shante Paige ,Inactive,
S7915962,3415 Hull Street LLC,Legal Name,Limited Liability Company,"2012 Maury Street, Richmond, VA, 23224 - 0000, USA",RIYAD   MAHASEES ,Active,
11719169,3500 Chapel Hill LLC,Legal Name,Limited Liability Company,"539 Kingston Ave , Brooklyn, NY, 11225, USA",Thomas  Gary  Small  ,Active,
S3528710,360 Automotive & Repair Services LLC,Legal Name,Limited Liability Company,"2028 DECATUR ST, RICHMOND, VA, 23224 - 0000, USA",KEVIN D  WILLIAMS II ,Inactive,
J0004003,"360 CAPITAL PARTNERSHIP, L.L.P.",Legal Name,General Partnership,"1420 E COMMERCE RD, RICHMOND, VA, 23224 - 0000, USA",THOMAS N   ALLEN ,Inactive,
S1092362,"360 Graphics, LLC",Legal Name,Limited Liability Company,"216 WEST 6TH ST, RICHMOND, VA, 23224 - 0000, USA",MICHAEL J   GLASS ,Inactive,
S7809900,"3620 Carolina Ave, LLC",Legal Name,Limited Liability Company,"1321 Porter St., C, Richmond, VA, 23224 - 0000, USA",SOPHIA S   OLIVERI ,Inactive,
11756608,365 BODEGA MARKET INC.,Legal Name,Stock Corporation,"1107 RICHMOND HWY, Richmond, VA, 23224, USA",WADDAH  AL-ASAD ,Active,
S4599439,365 CAR TRANSPORT LLC,Legal Name,Limited Liability Company,"3150 HULL ST, RICHMOND, VA, 23224 - 0000, USA",CARL H   MASON ,Inactive,
11261594,365 GRIND FITNESS LLC,Legal Name,Limited Liability Company,"3904 Peyton Ave, Richmond, VA, 23224 - 1346, USA",KATI-LYN   GRIMES ,Active,
11069873,"365 House Wash, LLC",Legal Name,Limited Liability Company,"240 Plazaview Rd, Richmond, VA, 23224 - 1226, USA",Brett Ranson Hill ,Inactive,
S7830765,"365 Yard Care & Landscaping, LLC",Legal Name,Limited Liability Company,"240 Plazaview Road, Richmond, VA, 23224 - 0000, USA",BRETT RANSON   HILL ,Inactive,
11749958,3801 HULL LLC,Legal Name,Limited Liability Company,"133 E Belt Blvd Ste A, Richmond, VA, 23224, USA",Brian  Hairston ,Active,
S1130600,"39 FOREVER, LLC",Legal Name,Limited Liability Company,"2304 Royall ave, RICHMOND, VA, 23224 - 0000, USA",Glenn R.  Hogan ,Active,
11432456,3B Property Preservation LLC,Legal Name,Limited Liability Company,"3902 Midlothian Tpke, Richmond, VA, 23224 - 1324, USA",Dennis  Antonio Author ,Inactive,
S6479622,"3D Auto Group, LLC",Legal Name,Limited Liability Company,"5000 CHAMBERLAYNE AVENUE, RICHMOND, VA, 23234 - 0000, USA",Bobby  Bullock  ,Active,
11554773,3D Consulting Services LLC,Legal Name,Limited Liability Company,"800 Richmond Hwy Apt 139, Richmond, VA, 23224 - 5203, USA",DeAnna R Morris ,Active,
11323012,3D Print Lodge LLC,Legal Name,Limited Liability Company,"3004 Lawson St, Richmond, VA, 23224, USA",Tyson  Lundy ,Inactive,
07942857,3G convenience inc corporation,Legal Name,Stock Corporation,,ANTHONY   WALLACE ,Inactive,
11100133,3IsCharmBoutique LLC,Legal Name,Limited Liability Company,"1713 southlawn ave, Richmond, VA, 23224, USA",Denise Scottisha  Wyatt ,Inactive,
